単語a,単語aの品詞,単語b,単語bの品詞,共起頻度,単語aの出現頻度,単語bの出現頻度,単語aと単語bの和集合,Jaccard係数,Dice係数,Simpson係数,相互情報量
右手,名詞,明智探偵,固有名詞,1,6,362,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
なぞ,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
明智探偵,固有名詞,服装,名詞,1,362,6,367,0.0027247956403269754,0.005434782608695652,0.16666666666666666,2.5756332624048115
かくれが,名詞,明智探偵,固有名詞,1,14,362,375,0.0026666666666666666,0.005319148936170213,0.07142857142857142,1.3532408410683636
外出,名詞,明智探偵,固有名詞,1,3,362,364,0.0027472527472527475,0.005479452054794521,0.3333333333333333,3.5756332624048115
人々,名詞,明智探偵,固有名詞,1,17,362,378,0.0026455026455026454,0.005277044854881266,0.058823529411764705,1.0731329218756285
左手,名詞,明智探偵,固有名詞,1,5,362,366,0.00273224043715847,0.005449591280653951,0.2,2.8386676682386054
にせもの,名詞,明智探偵,固有名詞,1,16,362,377,0.002652519893899204,0.005291005291005291,0.0625,1.1605957631259678
地,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
明智探偵,固有名詞,裏手,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
微笑,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
ひょうし,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
戸,名詞,明智探偵,固有名詞,1,16,362,377,0.002652519893899204,0.005291005291005291,0.0625,1.1605957631259678
なに,名詞,明智探偵,固有名詞,1,10,362,371,0.0026954177897574125,0.005376344086021506,0.1,1.8386676682386054
傷口,名詞,明智探偵,固有名詞,1,4,362,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
明智探偵,固有名詞,確信,名詞,1,362,4,365,0.0027397260273972603,0.00546448087431694,0.25,3.160595763125968
怪人二十面相,固有名詞,掛け金,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
ほんもの,名詞,明智探偵,固有名詞,1,8,362,369,0.0027100271002710027,0.005405405405405406,0.125,2.160595763125968
明智探偵,固有名詞,種明,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,道路,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,目の前,名詞,1,362,12,373,0.002680965147453083,0.0053475935828877,0.08333333333333333,1.5756332624048117
怪人二十面相,固有名詞,潜伏,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小学校,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
きのう,名詞,明智探偵,固有名詞,1,14,362,375,0.0026666666666666666,0.005319148936170213,0.07142857142857142,1.3532408410683636
きょう,名詞,明智探偵,固有名詞,1,16,362,377,0.002652519893899204,0.005291005291005291,0.0625,1.1605957631259678
おじぎ,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,首,名詞,1,362,7,368,0.002717391304347826,0.005420054200542005,0.14285714285714285,2.353240841068364
明智探偵,固有名詞,無精,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,表,名詞,1,362,8,369,0.0027100271002710027,0.005405405405405406,0.125,2.160595763125968
不動,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
団員,名詞,明智探偵,固有名詞,1,1,362,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
明智探偵,固有名詞,美術,名詞,1,362,49,410,0.0024390243902439024,0.004866180048661801,0.02040816326530612,-0.45411408098924055
明智探偵,固有名詞,直立,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
あき,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
ガラス,名詞,怪人二十面相,固有名詞,1,15,543,557,0.0017953321364452424,0.0035842293906810036,0.06666666666666667,0.668742666796293
員,名詞,明智探偵,固有名詞,1,17,362,378,0.0026455026455026454,0.005277044854881266,0.058823529411764705,1.0731329218756285
ゆるし,名詞,明智探偵,固有名詞,1,2,362,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
小林少年,固有名詞,盗難,名詞,1,169,11,179,0.00558659217877095,0.011111111111111112,0.09090909090909091,2.8001305952896915
一身,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
怪人二十面相,固有名詞,運びだし,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
やぶれ,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
怪人二十面相,固有名詞,秘書,名詞,1,543,14,556,0.0017985611510791368,0.003590664272890485,0.07142857142857142,0.7682783403472074
命令,名詞,小林少年,固有名詞,1,8,169,176,0.005681818181818182,0.011299435028248588,0.125,3.259562213926989
主人,名詞,小林少年,固有名詞,1,15,169,183,0.00546448087431694,0.010869565217391304,0.06666666666666667,2.35267161831847
小林少年,固有名詞,手の甲,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
キョロキョロ,名詞,小林少年,固有名詞,1,3,169,171,0.005847953216374269,0.011627906976744186,0.3333333333333333,4.674599713205833
小林少年,固有名詞,聞きおぼえ,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
小林少年,固有名詞,雷,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
怪人二十面相,固有名詞,非番,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
交代,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
ごこち,名詞,小林少年,固有名詞,1,3,169,171,0.005847953216374269,0.011627906976744186,0.3333333333333333,4.674599713205833
寝,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
うたがい,名詞,小林少年,固有名詞,1,3,169,171,0.005847953216374269,0.011627906976744186,0.3333333333333333,4.674599713205833
小林少年,固有名詞,役,名詞,1,169,6,174,0.005747126436781609,0.011428571428571429,0.16666666666666666,3.674599713205833
小林少年,固有名詞,弁慶,名詞,1,169,2,170,0.0058823529411764705,0.011695906432748537,0.5,5.259562213926989
山林,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,略語,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,節,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小林少年,固有名詞,巣くつ,名詞,1,169,9,177,0.005649717514124294,0.011235955056179775,0.1111111111111111,3.0896372124846763
ねまき,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
器械,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
人々,名詞,小林少年,固有名詞,1,17,169,185,0.005405405405405406,0.010752688172043012,0.058823529411764705,2.1720993726766493
かご,名詞,小林少年,固有名詞,1,4,169,172,0.005813953488372093,0.011560693641618497,0.25,4.259562213926989
小林少年,固有名詞,茶,名詞,1,169,3,171,0.005847953216374269,0.011627906976744186,0.3333333333333333,4.674599713205833
なま,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
到着,名詞,小林少年,固有名詞,1,5,169,173,0.005780346820809248,0.011494252873563218,0.2,3.9376341190396267
一大事,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
主,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
さわぎ,名詞,小林少年,固有名詞,1,9,169,177,0.005649717514124294,0.011235955056179775,0.1111111111111111,3.0896372124846763
保護,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
小林少年,固有名詞,手帳,名詞,1,169,5,173,0.005780346820809248,0.011494252873563218,0.2,3.9376341190396267
出頭,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
小林少年,固有名詞,食事,名詞,1,169,10,178,0.0056179775280898875,0.0111731843575419,0.1,2.9376341190396267
なわ,名詞,小林少年,固有名詞,1,21,169,189,0.005291005291005291,0.010526315789473684,0.047619047619047616,1.8672447911482284
一家,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
小林少年,固有名詞,救い,名詞,1,169,4,172,0.005813953488372093,0.011560693641618497,0.25,4.259562213926989
怪人二十面相,固有名詞,鉄製,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
位置,名詞,小林少年,固有名詞,1,4,169,172,0.005813953488372093,0.011560693641618497,0.25,4.259562213926989
口,名詞,小林少年,固有名詞,1,33,169,201,0.004975124378109453,0.009900990099009901,0.030303030303030304,1.2151680945685353
兄弟,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
再会,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,賛美,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
心臓,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
ころ,名詞,小林少年,固有名詞,1,6,169,174,0.005747126436781609,0.011428571428571429,0.16666666666666666,3.674599713205833
取りつぎ,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
怪人二十面相,固有名詞,負け,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小林少年,固有名詞,顔つき,名詞,1,169,4,172,0.005813953488372093,0.011560693641618497,0.25,4.259562213926989
はずみ,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,棚,名詞,1,543,14,556,0.0017985611510791368,0.003590664272890485,0.07142857142857142,0.7682783403472074
怪人二十面相,固有名詞,関門,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小林少年,固有名詞,電話,名詞,1,169,21,189,0.005291005291005291,0.010526315789473684,0.047619047619047616,1.8672447911482284
怪人二十面相,固有名詞,重,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
じこみ,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
さっき,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
十二,名詞,小林少年,固有名詞,1,15,169,183,0.00546448087431694,0.010869565217391304,0.06666666666666667,2.35267161831847
小林少年,固有名詞,結果,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
協議,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
侵入,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小林少年,固有名詞,案内,名詞,1,169,5,173,0.005780346820809248,0.011494252873563218,0.2,3.9376341190396267
怪人二十面相,固有名詞,鼓動,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
小林少年,固有名詞,語り,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
勉強,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
ふた,名詞,小林少年,固有名詞,1,61,169,229,0.004366812227074236,0.008695652173913044,0.01639344262295082,0.3288248763641024
てんまつ,名詞,小林少年,固有名詞,1,2,169,170,0.0058823529411764705,0.011695906432748537,0.5,5.259562213926989
一生,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
小林少年,固有名詞,急所,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
小林少年,固有名詞,質問,名詞,1,169,5,173,0.005780346820809248,0.011494252873563218,0.2,3.9376341190396267
あん,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
ひざ,名詞,小林少年,固有名詞,1,2,169,170,0.0058823529411764705,0.011695906432748537,0.5,5.259562213926989
もと,名詞,小林少年,固有名詞,1,13,169,181,0.0055248618784530384,0.01098901098901099,0.07692307692307693,2.5591224957858967
問答,名詞,小林少年,固有名詞,1,3,169,171,0.005847953216374269,0.011627906976744186,0.3333333333333333,4.674599713205833
怪人二十面相,固有名詞,時分,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
実行,名詞,小林少年,固有名詞,1,3,169,171,0.005847953216374269,0.011627906976744186,0.3333333333333333,4.674599713205833
寝室,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
小林少年,固有名詞,考え,名詞,1,169,13,181,0.0055248618784530384,0.01098901098901099,0.07692307692307693,2.5591224957858967
怪人二十面相,固有名詞,籠城,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,研究,名詞,1,543,2,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
代理,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
びん,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
ハム,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
卵,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
怪人二十面相,固有名詞,話題,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
使い,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,部署,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
怪人二十面相,固有名詞,書記,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
十六,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
守衛,名詞,怪人二十面相,固有名詞,1,4,543,546,0.0018315018315018315,0.003656307129798903,0.25,2.5756332624048115
しまり,名詞,怪人二十面相,固有名詞,1,2,543,544,0.001838235294117647,0.003669724770642202,0.5,3.5756332624048115
怪人二十面相,固有名詞,鼻,名詞,1,543,5,547,0.0018281535648994515,0.0036496350364963502,0.2,2.2537051675174493
おもちゃ,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
怪人二十面相,固有名詞,閣議,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
明智探偵,固有名詞,相好,名詞,1,362,2,363,0.0027548209366391185,0.005494505494505495,0.5,4.160595763125968
明智探偵,固有名詞,首すじ,名詞,1,362,1,362,0.0027624309392265192,0.005509641873278237,1.0,5.160595763125968
小林少年,固有名詞,理くつ,名詞,1,169,1,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
寝台,名詞,小林少年,固有名詞,1,1,169,169,0.005917159763313609,0.011764705882352941,1.0,6.259562213926989
寝息,名詞,小林少年,固有名詞,1,2,169,170,0.0058823529411764705,0.011695906432748537,0.5,5.259562213926989
びっくり,名詞,小林少年,固有名詞,1,15,169,183,0.00546448087431694,0.010869565217391304,0.06666666666666667,2.35267161831847
寝室,名詞,小林少年,固有名詞,1,2,169,170,0.0058823529411764705,0.011695906432748537,0.5,5.259562213926989
出勤,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
きょう,名詞,怪人二十面相,固有名詞,1,16,543,558,0.0017921146953405018,0.0035778175313059034,0.0625,0.5756332624048116
居間,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
怪人二十面相,固有名詞,素顔,名詞,1,543,3,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
古,名詞,怪人二十面相,固有名詞,1,7,543,549,0.0018214936247723133,0.0036363636363636364,0.14285714285714285,1.7682783403472073
怪人二十面相,固有名詞,材木,名詞,1,543,6,548,0.0018248175182481751,0.0036429872495446266,0.16666666666666666,1.9906707616836554
怪人二十面相,固有名詞,苦心,名詞,1,543,1,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
一般,名詞,怪人二十面相,固有名詞,1,1,543,543,0.001841620626151013,0.003676470588235294,1.0,4.5756332624048115
いつ,名詞,怪人二十面相,固有名詞,1,8,543,550,0.0018181818181818182,0.003629764065335753,0.125,1.5756332624048117
人数,名詞,怪人二十面相,固有名詞,1,3,543,545,0.001834862385321101,0.003663003663003663,0.3333333333333333,2.9906707616836554
